address,isHostedBySuperhost,name,numberOfGuests,pricing/rate/amountFormatted,primaryHost/badges/0,primaryHost/badges/1,primaryHost/firstName,primaryHost/memberSince,primaryHost/responseRate,primaryHost/smartName,roomType,url
"Lahore, Punjab, Pakistan",No,Spacious and comfortable  private room,2.0,$23,1 Review,Identity verified,Munawar,Joined in April 2020,0.0,Munawar,Private room,https://www.airbnb.com/rooms/45968288
"Islamabad, Islamabad Capital Territory, Pakistan",No,Spacious Bedroom with TV Lounge and Open Garden,4.0,$32,14 Reviews,Identity verified,Muhammad,Joined in November 2018,1.0,Muhammad,Entire place,https://www.airbnb.com/rooms/52962536
"Lahore, Punjab, Pakistan",Yes,Spacious Cave 1BHK Near Gulberg-Park 3min walk,5.0,$49,32 Reviews,Identity not verified,Gul,Joined in June 2020,1.0,Gul,Entire place,https://www.airbnb.com/rooms/52488670
"Rawalpindi, Punjab, Pakistan",No,Spacious Comfy 3 Bed Rooms |Fully Furnished|,14.0,$43,33 Reviews,Identity verified,Usman,Joined in December 2020,1.0,Usman,Entire place,https://www.airbnb.com/rooms/48786594
"Lahore, Punjab, Pakistan",No,spacious Ensuite Bedroom with access to kitchen within easy reach of all amenities,2.0,$23,2 Reviews,Identity verified,M,Joined in November 2020,0.5,M,Private room,https://www.airbnb.com/rooms/52626253
"Islamabad, Islamabad Capital Territory, Pakistan",No,Spacious Family Suite Near Centaurus Mall,6.0,$57,27 Reviews,Identity verified,Ch osama,Joined in January 2019,0.8,Ch Osama,Private room,https://www.airbnb.com/rooms/31979393
"Islamabad, Islamabad Capital Territory, Pakistan",No,Spacious Luxury Hut with Lush Green Garden,4.0,$34,14 Reviews,Identity verified,Muhammad,Joined in November 2018,1.0,Muhammad,Entire place,https://www.airbnb.com/rooms/54284109
"Rawalpindi, Punjab, Pakistan",No,SPACIOUS ONE BEDROOM!,2.0,$74,0 Reviews,Identity not verified,Saqib,Joined in November 2019,0.0,Saqib,Private room,https://www.airbnb.com/rooms/41278035
"Karachi, Sindh, Pakistan",No,Spacious rooms at center of city in PECHS  karachi,1.0,$40,0 Reviews,Identity not verified,Nadeem,Joined in July 2019,0.0,Nadeem,Private room,https://www.airbnb.com/rooms/36518235
"Karachi, Sindh, Pakistan",No,Spacious rooms available at reasonable prices,2.0,$29,0 Reviews,Identity not verified,Marium,Joined in December 2020,0.0,Marium,Private room,https://www.airbnb.com/rooms/47006017
"Lahore, Punjab, Pakistan",No,Spacious rooms Available for Rent .,4.0,$21,0 Reviews,Identity not verified,Ahmed,Joined in January 2020,0.0,Ahmed,Private room,https://www.airbnb.com/rooms/41466544
"Karachi, Sindh, Pakistan",No,"Spacious, clean 1 BR in upscale loc nr restaurants",2.0,$38,7 Reviews,Identity verified,Zeeshan,Joined in July 2016,0.0,Zeeshan,Private room,https://www.airbnb.com/rooms/14827647
"Lahore, Punjab, Pakistan",No,"Spacious, modern, city centre!",2.0,$46,0 Reviews,Identity not verified,Ali,Joined in December 2015,0.0,Ali,Private room,https://www.airbnb.com/rooms/10171308
"Islamabad, Islamabad Capital Territory, Pakistan",No,"Spacious&homely 2BR apt, Netflix,parking,sanitized",5.0,$72,13 Reviews,Identity verified,Kamran,Joined in April 2021,0.67,Kamran,Entire place,https://www.airbnb.com/rooms/48994162
"Islamabad, Islamabad Capital Territory, Pakistan",No,Sparkling Clean Room near Jinnah Super & Centaurus,2.0,$53,27 Reviews,Identity verified,Ch osama,Joined in January 2019,0.8,Ch Osama,Private room,https://www.airbnb.com/rooms/33964448
"Karachi, Sindh, Pakistan",No,"Springs Apartment, 2 King Bedroom, High Speed WIFI",6.0,$39,47 Reviews,Identity verified,Arsalan,Joined in February 2018,1.0,Arsalan,Entire place,https://www.airbnb.com/rooms/52600551
"Karachi, Sindh, Pakistan",No,STANDARD (TWIN) ROOM (ORCHARDS COTTAGE),2.0,$80,0 Reviews,Identity not verified,Orchards cottage,Joined in September 2018,0.0,Orchards Cottage,Private room,https://www.airbnb.com/rooms/28830478
"Karachi, Sindh, Pakistan",No,Star view Guest House,2.0,$34,5 Reviews,Identity verified,Attiq,Joined in September 2018,0.0,Attiq,Private room,https://www.airbnb.com/rooms/28892036
"Karachi, Sindh, Pakistan",No,Stay in a family setting/experience culture,2.0,$31,10 Reviews,Identity verified,Zeeshan,Joined in March 2017,1.0,Zeeshan,Private room,https://www.airbnb.com/rooms/51973431
"Lahore, Punjab, Pakistan",No,Stay safe house,4.0,$41,0 Reviews,Identity not verified,Muhammad,Joined in September 2020,0.0,Muhammad,Private room,https://www.airbnb.com/rooms/45673584
"Karachi, Sindh, Pakistan",No,Step Inn Guest House,2.0,$34,0 Reviews,Identity not verified,Farooq,Joined in August 2021,0.0,Farooq,Private room,https://www.airbnb.com/rooms/51547036
"Islamabad, Islamabad Capital Territory, Pakistan",Yes,Studio @ The Blue Door  - Luxury Apartment.,2.0,$51,13 Reviews,Identity verified,Obaid,Joined in October 2017,1.0,Obaid,Entire place,https://www.airbnb.com/rooms/49200312
"Rawalpindi, Punjab, Pakistan",No,Studio Apartment 301   |  HS GLOBAL APARTMENTS,3.0,$23,14 Reviews,Identity verified,Hs global,Joined in August 2020,1.0,HS Global,Entire place,https://www.airbnb.com/rooms/44673541
"Lahore, Punjab, Pakistan",No,Studio Apartment for Rent in Bahria Town Lahore,2.0,$17,61 Reviews,Identity verified,Babar,Joined in December 2019,0.81,Babar,Entire place,https://www.airbnb.com/rooms/49918188
"Islamabad, Islamabad Capital Territory, Pakistan",No,"Studio apartment, Jamoka Farms",4.0,$80,1 Review,Identity verified,Zeenat,Joined in August 2015,0.0,Zeenat,Entire place,https://www.airbnb.com/rooms/10286111
"Lahore, Punjab, Pakistan",No,Studio space for web shoots,5.0,$43,0 Reviews,Identity verified,Yumna,Joined in January 2022,0.0,Yumna,Shared room,https://www.airbnb.com/rooms/54179174
"Islamabad, Islamabad Capital Territory, Pakistan",No,Stunning ⛰️ view/ Heating/ 55 / Central city,6.0,$55,162 Reviews,Identity verified,Junaid,Joined in September 2019,1.0,Junaid,Entire place,https://www.airbnb.com/rooms/42089081
"Islamabad, Islamabad Capital Territory, Pakistan",Yes,"Stylish, clean & comfortable annexe in Sector F-6",4.0,$51,329 Reviews,Identity verified,S,Joined in April 2016,1.0,S,Entire place,https://www.airbnb.com/rooms/38742102
"Karachi, Sindh, Pakistan",No,Su Casa,2.0,$57,0 Reviews,Identity verified,Amir,Joined in July 2018,0.0,Amir,Private room,https://www.airbnb.com/rooms/40796971
"Karachi, Sindh, Pakistan",No,SUG,2.0,$68,0 Reviews,Identity not verified,Shahabuddin,Joined in June 2019,0.0,Shahabuddin,Private room,https://www.airbnb.com/rooms/36094829
"Lahore, Punjab, Pakistan",No,Sukh Chain Houses Gulberg III,2.0,$21,0 Reviews,Identity verified,M saad,Joined in November 2020,0.4,M Saad,Private room,https://www.airbnb.com/rooms/47809719
"Lahore, Punjab, Pakistan",Yes,Sukh chayn Lahore,4.0,$43,13 Reviews,Identity verified,Sheen,Joined in October 2021,1.0,Sheen,Entire place,https://www.airbnb.com/rooms/52702840
"Islamabad, Islamabad Capital Territory, Pakistan",No,Super comfortable bedroom in F-8/3 Islamabad.,2.0,$46,0 Reviews,Identity not verified,Afshan,Joined in October 2014,0.0,Afshan,Private room,https://www.airbnb.com/rooms/15577313
"Lahore, Punjab, Pakistan",No,Super Seven Deluxe Rooms at Faisal Town,8.0,$34,0 Reviews,Identity verified,Abdul,Joined in January 2022,1.0,Abdul,Private room,https://www.airbnb.com/rooms/54175222
"Karachi, Sindh, Pakistan",No,Superb Hospitability and  building structure,3.0,$34,0 Reviews,Identity verified,The guest,Joined in January 2020,0.0,The Guest,Private room,https://www.airbnb.com/rooms/48545762
"Islamabad, Islamabad Capital Territory, Pakistan",No,Superhost’s Apartment - B,6.0,$78,40 Reviews,Identity verified,Hasan javed,Joined in July 2016,1.0,Hasan Javed,Entire place,https://www.airbnb.com/rooms/45693284
"Karachi, Sindh, Pakistan",No,Superior Double / Twin Room at Four Square,2.0,$47,5 Reviews,Identity verified,Muhammad,Joined in June 2020,0.8,Muhammad,Private room,https://www.airbnb.com/rooms/47063285
"Karachi, Sindh, Pakistan",No,Superior Double Room at Four Square by WI Hotels,2.0,$41,5 Reviews,Identity verified,Muhammad,Joined in June 2020,0.8,Muhammad,Private room,https://www.airbnb.com/rooms/47063041
"Karachi, Sindh, Pakistan",No,Superior Twin Room at Four Square by WI Hotels,2.0,$41,5 Reviews,Identity verified,Muhammad,Joined in June 2020,0.8,Muhammad,Private room,https://www.airbnb.com/rooms/46960704
"Lahore, Punjab, Pakistan",Yes,"Sweet Corner
(Not For Love Birds)",3.0,$23,104 Reviews,Identity verified,Bilal,Joined in January 2018,1.0,Bilal,Entire place,https://www.airbnb.com/rooms/27127424
"Lahore, Punjab, Pakistan",No,Sweet home,2.0,$13,0 Reviews,Identity not verified,Kaukab,Joined in July 2019,0.0,Kaukab,Private room,https://www.airbnb.com/rooms/37246894
"Lahore, Punjab, Pakistan",Yes,"sweet luxury, flat free parking & WiFi",3.0,$29,104 Reviews,Identity verified,Ahsan,Joined in November 2020,1.0,Ahsan,Entire place,https://www.airbnb.com/rooms/51626894
"Lahore, Punjab, Pakistan",Yes,Sweet Room,3.0,$13,194 Reviews,Identity verified,Muhammad nauman,Joined in September 2018,1.0,Muhammad Nauman,Private room,https://www.airbnb.com/rooms/33311177
"Lahore, Punjab, Pakistan",No,Sweet Stay in Johar Town - One Bedroom Unit,2.0,$31,0 Reviews,Identity verified,Ahsan,Joined in February 2021,0.33,Ahsan,Private room,https://www.airbnb.com/rooms/50228513
"Karachi, Sindh, Pakistan",No,Swisstel cottage Hotel,2.0,$91,0 Reviews,Identity not verified,Swisstel cottage,Joined in December 2018,0.75,Swisstel Cottage,Private room,https://www.airbnb.com/rooms/30805847
"Karachi, Sindh, Pakistan",Yes,Syed's Place | Three Bedroom Luxurious Apartment,6.0,$71,70 Reviews,Identity verified,Syed,Joined in March 2019,1.0,Syed,Entire place,https://www.airbnb.com/rooms/35062371
"Karachi, Sindh, Pakistan",Yes,Syed's Place | Two Bedroom Luxurious Apartment,4.0,$67,70 Reviews,Identity verified,Syed,Joined in March 2019,1.0,Syed,Entire place,https://www.airbnb.com/rooms/40437262
"Lahore, Punjab, Pakistan",No,Syeds House,4.0,$17,0 Reviews,Identity not verified,Syed,Joined in August 2019,0.0,Syed,Private room,https://www.airbnb.com/rooms/38180224
"Rawalpindi, Punjab, Pakistan",No,"Tabi's Inn
Peace and Comfort",4.0,$23,5 Reviews,Identity verified,Mubasher,Joined in April 2019,1.0,Mubasher,Entire place,https://www.airbnb.com/rooms/53801621
"Lahore, Punjab, Pakistan",No,Temporary Accommodation available,4.0,$23,0 Reviews,Identity verified,Burhan,Joined in April 2020,0.0,Burhan,Private room,https://www.airbnb.com/rooms/43292613
"Lahore, Punjab, Pakistan",No,The Artist’s basement,4.0,$34,0 Reviews,Identity verified,Osama,Joined in June 2018,0.67,Osama,Private room,https://www.airbnb.com/rooms/53282287
"Lahore, Punjab, Pakistan",No,The best you can get to spend the time.,2.0,$34,0 Reviews,Identity not verified,Danish,Joined in March 2020,0.0,Danish,Private room,https://www.airbnb.com/rooms/43739523
"Karachi, Sindh, Pakistan",No,The blue seaview Guest House,1.0,$45,0 Reviews,Identity verified,Naeem,Joined in May 2021,0.0,Naeem,Private room,https://www.airbnb.com/rooms/49548070
"Lahore, Punjab, Pakistan",No,The Brown Luxury| Natural Lights | Peaceful nights,2.0,$23,1 Review,Identity verified,Kamran,Joined in December 2021,0.9,Kamran,Private room,https://www.airbnb.com/rooms/54013013
"Islamabad, Islamabad Capital Territory, Pakistan",Yes,The Budget Standard 04 @ Garrison City Getaways,3.0,$13,85 Reviews,Identity verified,Syed,Joined in March 2019,1.0,Syed,Private room,https://www.airbnb.com/rooms/48542625
"Karachi, Sindh, Pakistan",No,The Elegant Guest House Rooms Gulshan 1st Floor,1.0,$63,0 Reviews,Identity verified,Abdul,Joined in November 2019,1.0,Abdul,Private room,https://www.airbnb.com/rooms/40476852
"Islamabad, Islamabad Capital Territory, Pakistan",No,The Elegant/ Sanitised/ 1BHK/ Central City,3.0,$42,162 Reviews,Identity verified,Junaid,Joined in September 2019,1.0,Junaid,Entire place,https://www.airbnb.com/rooms/48606236
"Karachi, Sindh, Pakistan",No,The Enterprise-Karachi,15.0,$86,0 Reviews,Identity not verified,Asim,Joined in December 2019,0.0,Asim,Private room,https://www.airbnb.com/rooms/40878427
"Islamabad, Islamabad Capital Territory, Pakistan",No,The Grande,1.0,$84,1 Review,Identity verified,Abdul,Joined in September 2016,1.0,Abdul,Private room,https://www.airbnb.com/rooms/30813803
"Islamabad, Islamabad Capital Territory, Pakistan",No,the guest wing,2.0,$70,0 Reviews,Identity not verified,Guest,Joined in November 2019,0.0,Guest,Private room,https://www.airbnb.com/rooms/40074247
"Islamabad, Islamabad Capital Territory, Pakistan",No,The Hill Views house,5.0,$34,7 Reviews,Identity verified,Malik,Joined in September 2020,1.0,Malik,Entire place,https://www.airbnb.com/rooms/45361680
"Islamabad, Islamabad Capital Territory, Pakistan",No,The House of Gucci. One BHK designers apt in F10,4.0,$63,418 Reviews,Identity not verified,Riff,Joined in April 2018,1.0,Riff,Entire place,https://www.airbnb.com/rooms/28097007
"Karachi, Sindh, Pakistan",No,The Mariner's Inn ⛵ (Fully Sanitised),4.0,$27,57 Reviews,Identity verified,Ali,Joined in July 2019,1.0,Ali,Entire place,https://www.airbnb.com/rooms/42598883
"Karachi, Sindh, Pakistan",No,The Muslim Guest House,16.0,$24,0 Reviews,Identity verified,Hilal,Joined in August 2021,0.5,Hilal,Private room,https://www.airbnb.com/rooms/51659626
"Karachi, Sindh, Pakistan",Yes,The Oak Tree House in Defence DHA in a Bungalow,4.0,$50,57 Reviews,Identity verified,Herra,Joined in September 2019,1.0,Herra,Private room,https://www.airbnb.com/rooms/38370369
"Karachi, Sindh, Pakistan",Yes,The Oak Tree House in DHA Defence,3.0,$49,57 Reviews,Identity verified,Herra,Joined in September 2019,1.0,Herra,Private room,https://www.airbnb.com/rooms/38369042
"Karachi, Sindh, Pakistan",Yes,The Oak Tree House in DHA Defence (Original Pics),4.0,$52,57 Reviews,Identity verified,Herra,Joined in September 2019,1.0,Herra,Private room,https://www.airbnb.com/rooms/38370690
"Islamabad, Islamabad Capital Territory, Pakistan",No,The OAKS IN,6.0,$67,1 Review,Identity verified,Waqas,Joined in October 2020,0.0,Waqas,Entire place,https://www.airbnb.com/rooms/45745917
"Islamabad, Islamabad Capital Territory, Pakistan",Yes,The One Constitutional Avenue Premium Apartments,4.0,$68,20 Reviews,Identity verified,Aashir,Joined in June 2017,1.0,Aashir,Entire place,https://www.airbnb.com/rooms/54100280
"Islamabad, Islamabad Capital Territory, Pakistan",No,The Pearl Lodge,3.0,$27,3 Reviews,Identity verified,Javed,Joined in October 2019,0.2,Javed,Private room,https://www.airbnb.com/rooms/39565160
"Lahore, Punjab, Pakistan",No,The Perfect place . Its cosy comfy and peaceful,2.0,$34,0 Reviews,Identity not verified,Muhammad,Joined in July 2019,0.0,Muhammad,Private room,https://www.airbnb.com/rooms/37234629
"Karachi, Sindh, Pakistan",No,The place,2.0,$23,0 Reviews,Identity not verified,Muhammad nauman,Joined in April 2019,0.0,Muhammad Nauman,Private room,https://www.airbnb.com/rooms/38685576
"Islamabad, Islamabad Capital Territory, Pakistan",No,The place you want for a family,5.0,$62,0 Reviews,Identity not verified,Ahmad shakeeb,Joined in July 2017,0.33,Ahmad Shakeeb,Entire place,https://www.airbnb.com/rooms/42910453
"Lahore, Punjab, Pakistan",No,The Retreat,4.0,$34,0 Reviews,Identity not verified,Farooq,Joined in May 2016,0.0,Farooq,Private room,https://www.airbnb.com/rooms/35901928
"Karachi, Sindh, Pakistan",No,The Second Home,3.0,$46,57 Reviews,Identity verified,Ali,Joined in July 2019,1.0,Ali,Entire place,https://www.airbnb.com/rooms/41844042
"Lahore, Punjab, Pakistan",No,The Zenaye Experience,15.0,$57,0 Reviews,Identity verified,Zain,Joined in July 2020,0.6,Zain,Entire place,https://www.airbnb.com/rooms/53618900
"Lahore, Punjab, Pakistan",No,There’s no place like HOME,2.0,$43,0 Reviews,Identity verified,Muhammad bilal,Joined in October 2020,0.0,Muhammad Bilal,Private room,https://www.airbnb.com/rooms/45737558
"Lahore, Punjab, Pakistan",No,Thokar niaz baig raiwind road,3.0,$13,0 Reviews,Identity not verified,Shazib,Joined in May 2018,0.0,Shazib,Private room,https://www.airbnb.com/rooms/38568392
"Lahore, Punjab, Pakistan",Yes,Tipsy Retreat,4.0,$33,166 Reviews,Identity verified,Raja,Joined in July 2017,1.0,Raja,Private room,https://www.airbnb.com/rooms/28188987
"Islamabad, Islamabad Capital Territory, Pakistan",No,Tourist friendly place to stay in Islamabad/ F-10,8.0,$68,16 Reviews,Identity verified,Syed muhammad,Joined in February 2019,0.9,Syed Muhammad,Private room,https://www.airbnb.com/rooms/41168729
"Islamabad, Islamabad Capital Territory, Pakistan",Yes,Tourist Twin bed Room,2.0,$21,281 Reviews,Identity verified,Haris ali,Joined in November 2016,0.9,Haris Ali,Private room,https://www.airbnb.com/rooms/22629120
"Islamabad, Islamabad Capital Territory, Pakistan",Yes,Tourists and Families,2.0,$21,281 Reviews,Identity verified,Haris ali,Joined in November 2016,0.9,Haris Ali,Private room,https://www.airbnb.com/rooms/24571816
"Islamabad, Islamabad Capital Territory, Pakistan",Yes,Traveler & Family Room,2.0,$21,281 Reviews,Identity verified,Haris ali,Joined in November 2016,0.9,Haris Ali,Private room,https://www.airbnb.com/rooms/22626692
"Islamabad, Islamabad Capital Territory, Pakistan",No,Traveler’sDen(FullyFurnished/Netflix/Lower ground.,3.0,$39,53 Reviews,Identity verified,Syed,Joined in December 2019,0.73,Syed,Entire place,https://www.airbnb.com/rooms/42449462
"Lahore, Punjab, Pakistan",Yes,Travellers delight,4.0,$34,166 Reviews,Identity verified,Raja,Joined in July 2017,1.0,Raja,Private room,https://www.airbnb.com/rooms/22592293
"Lahore, Punjab, Pakistan",No,Travelling to Lahore | Best Place and Affordable,16.0,$30,1 Review,Identity verified,Fahid,Joined in July 2020,0.6,Fahid,Private room,https://www.airbnb.com/rooms/44127302
"Islamabad, Islamabad Capital Territory, Pakistan",No,Travler's Den 2,2.0,$34,53 Reviews,Identity verified,Syed,Joined in December 2019,0.73,Syed,Entire place,https://www.airbnb.com/rooms/46539683
"Lahore, Punjab, Pakistan",No,Triple Bed Executive,3.0,$38,0 Reviews,Identity verified,Premier inn,Joined in March 2020,0.0,Premier Inn,Private room,https://www.airbnb.com/rooms/42947773
"Islamabad, Islamabad Capital Territory, Pakistan",No,"Trivelles Executive Suites, Islamabad",3.0,$68,0 Reviews,Identity verified,Trivelles,Joined in May 2021,0.0,Trivelles,Entire place,https://www.airbnb.com/rooms/49602162
"Islamabad, Islamabad Capital Territory, Pakistan",No,TulipInn islamabad,14.0,$43,0 Reviews,Identity verified,Tulip inn,Joined in February 2021,0.0,Tulip Inn,Private room,https://www.airbnb.com/rooms/50147651
